rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
"Turkel, Alice L.","Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Harding, Jr., Richard","McGovern, Marc C.","Osborne, Mervan F.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Tauber, Nancy","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","McGovern, Marc C.","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","McGovern, Marc C.","Osborne, Mervan F.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","McGovern, Marc C.","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Forster, Bill","Holland, John J.","Osborne, Mervan F.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Tauber, Nancy","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Stead, Sr., Charles Lewis","Turkel, Alice L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Turkel, Alice L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","Turkel, Alice L.","Holland, John J.","Osborne, Mervan F.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Tauber, Nancy","Nolan, Patricia M.","Harding, Jr., Richard","McGovern, Marc C.","Turkel, Alice L.","Osborne, Mervan F.","Forster, Bill","Holland, John J.","Stead, Sr., Charles Lewis","Fantini, Alfred B.",6,12
"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Forster, Bill","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Osborne, Mervan F.","Turkel, Alice L.","Forster, Bill","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard","Tauber, Nancy","McGovern, Marc C.","Osborne, Mervan F.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Turkel, Alice L.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Stead, Sr., Charles Lewis","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Turkel, Alice L.","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Harding, Jr., Richard","Fantini, Alfred B.","Turkel, Alice L.","Forster, Bill","Holland, John J.",skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Nolan, Patricia M.","Harding, Jr., Richard","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Osborne, Mervan F.","Harding, Jr., Richard","Tauber, Nancy","Gerber, Joyce C.","McGovern, Marc C.","Stead, Sr., Charles Lewis","Turkel, Alice L.","Forster, Bill","Holland, John J.","Nolan, Patricia M.",6,12
"Turkel, Alice L.","Osborne, Mervan F.","Tauber, Nancy","McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Stead, Sr., Charles Lewis","Harding, Jr., Richard","Fantini, Alfred B.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Tauber, Nancy","Stead, Sr., Charles Lewis","Turkel, Alice L.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Fantini, Alfred B.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Stead, Sr., Charles Lewis","Tauber, Nancy","Turkel, Alice L.","Fantini, Alfred B.","Forster, Bill","Gerber, Joyce C.","Harding, Jr., Richard","Holland, John J.","McGovern, Marc C.","Nolan, Patricia M.","Osborne, Mervan F.",6,12
"Nolan, Patricia M.","Gerber, Joyce C.","Tauber, Nancy","Turkel, Alice L.","McGovern, Marc C.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Tauber, Nancy","McGovern, Marc C.","Gerber, Joyce C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Turkel, Alice L.","Tauber, Nancy","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Gerber, Joyce C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Nolan, Patricia M.","Stead, Sr., Charles Lewis","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Fantini, Alfred B.","McGovern, Marc C.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Osborne, Mervan F.","Nolan, Patricia M.","Stead, Sr., Charles Lewis","Fantini, Alfred B.","Tauber, Nancy","Harding, Jr., Richard","Forster, Bill","Turkel, Alice L.","McGovern, Marc C.","Holland, John J.",6,12
"Nolan, Patricia M.","Osborne, Mervan F.","McGovern, Marc C.","Gerber, Joyce C.","Harding, Jr., Richard","Forster, Bill","Holland, John J.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,6,12
"Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Gerber, Joyce C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Harding, Jr., Richard","Turkel, Alice L.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Tauber, Nancy","Turkel, Alice L.","Gerber, Joyce C.","Harding, Jr., Richard","Forster, Bill","Holland, John J.","Fantini, Alfred B.","McGovern, Marc C.","Stead, Sr., Charles Lewis","Osborne, Mervan F.",6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","McGovern, Marc C.","Harding, Jr., Richard","Tauber, Nancy","Turkel, Alice L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Gerber, Joyce C.","Forster, Bill","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","McGovern, Marc C.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Gerber, Joyce C.","McGovern, Marc C.","Holland, John J.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","McGovern, Marc C.","Fantini, Alfred B.","Harding, Jr., Richard","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Forster, Bill","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Forster, Bill","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Gerber, Joyce C.","Holland, John J.","Forster, Bill","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Nolan, Patricia M.","Gerber, Joyce C.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Osborne, Mervan F.","Gerber, Joyce C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","McGovern, Marc C.","Harding, Jr., Richard","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","McGovern, Marc C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Gerber, Joyce C.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.","Gerber, Joyce C.","Fantini, Alfred B.","Holland, John J.","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,6,12
"Turkel, Alice L.","Harding, Jr., Richard","McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Forster, Bill","Gerber, Joyce C.","Holland, John J.","Osborne, Mervan F.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Stead, Sr., Charles Lewis","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Turkel, Alice L.","Gerber, Joyce C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Osborne, Mervan F.","Gerber, Joyce C.","Tauber, Nancy","Turkel, Alice L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.","Turkel, Alice L.","Forster, Bill","Gerber, Joyce C.","Harding, Jr., Richard","Holland, John J.","Stead, Sr., Charles Lewis","Osborne, Mervan F.",skipped,6,12
"Turkel, Alice L.","Tauber, Nancy","Forster, Bill","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Osborne, Mervan F.","Turkel, Alice L.","Harding, Jr., Richard","Gerber, Joyce C.","Fantini, Alfred B.","Tauber, Nancy","Holland, John J.",skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Forster, Bill","Nolan, Patricia M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Turkel, Alice L.","Tauber, Nancy","Stead, Sr., Charles Lewis","Fantini, Alfred B.","Forster, Bill","Osborne, Mervan F.","Gerber, Joyce C.","Holland, John J.",skipped,skipped,6,12
"Nolan, Patricia M.","Turkel, Alice L.","Osborne, Mervan F.","Holland, John J.","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","McGovern, Marc C.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Fantini, Alfred B.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Osborne, Mervan F.","McGovern, Marc C.","Stead, Sr., Charles Lewis","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Nolan, Patricia M.","Turkel, Alice L.","Harding, Jr., Richard","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Tauber, Nancy","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Tauber, Nancy","Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Nolan, Patricia M.","Turkel, Alice L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Gerber, Joyce C.","Forster, Bill","Harding, Jr., Richard","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Tauber, Nancy","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Forster, Bill","Stead, Sr., Charles Lewis","Osborne, Mervan F.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Osborne, Mervan F.","Gerber, Joyce C.","McGovern, Marc C.","Tauber, Nancy","Turkel, Alice L.","Forster, Bill","Holland, John J.","Stead, Sr., Charles Lewis",6,12
"McGovern, Marc C.","Forster, Bill","Tauber, Nancy","Harding, Jr., Richard","Nolan, Patricia M.","Turkel, Alice L.","Fantini, Alfred B.","Osborne, Mervan F.","Gerber, Joyce C.","Holland, John J.","Stead, Sr., Charles Lewis",6,12
"Nolan, Patricia M.","Tauber, Nancy","Turkel, Alice L.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Harding, Jr., Richard","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Osborne, Mervan F.","Turkel, Alice L.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Forster, Bill","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Turkel, Alice L.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Holland, John J.","Osborne, Mervan F.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Tauber, Nancy","Osborne, Mervan F.","Nolan, Patricia M.","Harding, Jr., Richard","Turkel, Alice L.","Fantini, Alfred B.","Forster, Bill","McGovern, Marc C.","Holland, John J.",skipped,6,12
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Tauber, Nancy","Osborne, Mervan F.","Turkel, Alice L.","Gerber, Joyce C.","Fantini, Alfred B.","Forster, Bill","Stead, Sr., Charles Lewis","Holland, John J.","Harding, Jr., Richard","McGovern, Marc C.",6,12
"Gerber, Joyce C.","Osborne, Mervan F.","Harding, Jr., Richard","Nolan, Patricia M.","McGovern, Marc C.","Fantini, Alfred B.","Stead, Sr., Charles Lewis","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Harding, Jr., Richard","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Tauber, Nancy","Turkel, Alice L.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Fantini, Alfred B.","Holland, John J.","Stead, Sr., Charles Lewis","Gerber, Joyce C.","Nolan, Patricia M.","Tauber, Nancy","Osborne, Mervan F.","Forster, Bill",skipped,skipped,6,12
"McGovern, Marc C.","Osborne, Mervan F.","Harding, Jr., Richard","Fantini, Alfred B.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Nolan, Patricia M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Tauber, Nancy","Forster, Bill","Gerber, Joyce C.","McGovern, Marc C.","Holland, John J.","Harding, Jr., Richard","Osborne, Mervan F.","Fantini, Alfred B.","Turkel, Alice L.","Stead, Sr., Charles Lewis",6,12
"Turkel, Alice L.","Nolan, Patricia M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Forster, Bill","Gerber, Joyce C.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Tauber, Nancy","McGovern, Marc C.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Tauber, Nancy","Turkel, Alice L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Stead, Sr., Charles Lewis","Tauber, Nancy","Turkel, Alice L.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
